dir_id,inventory_number,name,n_submissions,lat,lon,pixels_per_meter,north_angle_deg,ppm_cv,entrance_std_px,flag,has_tif,has_tfw,has_georef
001501,T.E-11.43,Szczelina w Ratuszu Miętusim,5,49.242569,19.905886,77.13,0.0,0.002,0.22,,True,False,False
001502,T.E-11.21,Jaskinia za Płytą,5,49.243417,19.90985,77.12,0.0,0.002,1.4,,True,False,False
001503,T.E-11.22,Dziura w Kominie,5,49.241947,19.897317,78.34,0.007,0.007,0.48,,True,False,False
001504,T.E-11.23,Jaskinia przy Grzędzie,5,49.241294,19.899392,196.36,0.172,0.001,3.04,,True,False,False
001505,T.E-11.24,Zawaliskowy Korytarz,5,49.241433,19.900006,196.32,-0.002,0.004,1.74,,True,False,False
001507,T.E-11.44,Jaskinia Lodowa w Twardych Spadach,5,49.240631,19.900642,58.15,0.0,0.004,2.04,,True,False,False
001508,T.E-11.45,Dziura nad Szlakiem,5,49.243944,19.908742,76.93,-0.008,0.001,0.55,,True,False,False
001509,T.E-11.46,Jaskinia za Zaciskiem,5,49.240628,19.900231,98.26,0.0,0.001,1.12,,True,False,False
001510,T.E-11.47,Jaskinia za Ratuszem Śnieżna,5,49.242967,19.909931,77.04,0.0,0.001,0.24,,True,False,False
001512,T.E-11.49,Jaskinia za Ratuszem Szeroka,5,49.243142,19.909514,77.18,0.0,0.001,0.29,,True,False,False
001513,T.E-11.50,Jaskinia za Ratuszem Owalna,5,49.243233,19.90965,77.01,-0.052,0.003,0.56,,True,False,False
001514,T.E-11.51,Zimny Aven,5,49.241289,19.898842,195.6,0.0,0.001,1.53,,True,False,False
001515,T.E-11.52,Harnasiowa Szczelina,5,49.241064,19.898847,77.48,-0.006,0.001,0.39,,True,False,False
001516,T.E-11.26,Krucha Szczelina,5,49.241306,19.900697,196.6,0.0,0.0,1.12,,True,False,False
001517,T.E-11.53,Szczelina na Drodze Steckiego,5,49.242083,19.906928,77.1,0.0,0.002,0.64,,True,False,False
001518,T.E-11.27,Górne Kominy,5,49.240628,19.900367,48.89,-0.0,0.004,2.12,,True,False,False
001519,T.E-11.54,Szczelina w Progu Mułowym,5,49.238681,19.903433,76.72,0.087,0.004,0.68,,True,False,False
001520,T.E-11.28,Schron przy Studni,5,49.240636,19.901053,196.91,-0.067,0.002,1.83,,True,False,False
001521,T.E-11.29,Jaskinia Lodowa Miętusia,5,49.240642,19.901742,118.59,-0.071,0.006,0.57,,True,False,False
001522,T.E-11.55,Jaskinia Turoniowa,5,49.239403,19.908497,215.37,0.01,0.001,0.9,,True,False,False
001523,T.E-11.30,Śnieżny Awen,5,49.240644,19.902083,77.2,-0.051,0.0,0.48,,True,False,False
001524,T.E-11.56,Kobylarzowa Szczelina,5,49.244364,19.910311,77.1,0.001,0.0,0.69,,True,False,False
001526,T.E-11.32,Schron w Progu Mułowym,5,49.2403,19.903808,196.06,-0.013,0.002,2.24,,True,False,False
001527,T.E-11.33,Dziura pod Ratuszem,5,49.242208,19.905894,77.01,0.0,0.002,0.59,,True,False,False
001528,T.E-11.34,Bliźniaczy Komin,5,49.242167,19.906103,196.0,-0.002,0.0,0.69,,True,False,False
001529,T.E-11.35,Schron pod Twardymi Spadami,5,49.240633,19.900917,77.88,0.021,0.001,0.35,,True,False,False
001530,T.E-11.57,Nisza w Kobylarzowej Turni,5,49.243986,19.908464,38.89,-0.011,0.004,0.76,,True,False,False
001531,T.E-11.58,Wciągająca Szczelina,5,49.240367,19.910672,76.73,0.0,0.003,0.46,,True,False,False
001532,T.E-11.59,Schron w Dolinie Litworowej,5,49.240506,19.911014,77.39,-0.002,0.001,0.31,,True,False,False
001533,T.E-12.02,Niebieska Studnia,5,49.242692,19.914056,38.58,0.0,0.001,0.47,,True,False,False
001534,T.E-11.60,Nyża pod Schronem w Dolinie Litworowej,5,49.240547,19.910875,76.99,0.0,0.001,0.22,,True,False,False
001535,T.E-12.03,Jaskinia pod Wantą,5,49.240633,19.911461,15.5,0.016,0.001,1.14,,True,False,False
001536,T.E-12.04,Dziura Małołącka Mała,5,49.239942,19.922372,76.97,-0.008,0.0,0.42,,True,False,False
001537,T.E-12.07,Jaskinia Małołącka,5,49.238672,19.921764,19.29,-0.001,0.001,0.53,,True,False,False
001539,T.E-11.61,Jaskinia nad Lodową Litworową,5,49.240228,19.906275,38.67,0.0,0.0,0.43,,True,False,False
001540,T.E-12.09,Dolny Lej,5,49.240317,19.923972,97.85,-0.0,0.0,1.48,,True,False,False
001541,T.E-11.62,Szczelina za Płytą,5,49.243419,19.910125,76.81,-0.052,0.002,0.76,,True,False,False
001542,T.E-12.10,Jaskinia z Dolomitami,5,49.241644,19.920233,98.48,0.0,0.006,2.13,,True,False,False
001543,T.E-11.63,Studzienka za Ratuszem,5,49.2431,19.909719,76.8,0.0,0.0,0.29,,True,False,False
001544,T.E-12.11,Jaskinia pod Śnieżną Studnią,5,49.241947,19.922242,118.09,-0.002,0.0,7.47,,True,False,False
001545,T.E-11.64,Szczelina nad Ptasią,5,49.239011,19.905211,77.19,-0.016,0.0,0.51,,True,False,False
001546,T.E-11.65,Dziurka w Trawce,5,49.2425,19.909628,38.62,0.004,0.0,0.46,,True,False,False
001547,T.E-12.12,Jaskinia Wyżnia Litworowa,5,49.239244,19.915572,38.6,0.005,0.001,0.45,,True,False,False
001548,T.E-12.13,Dziura w Grzędzie II,5,49.238975,19.915717,195.77,0.0,0.0,0.57,,True,False,False
001549,T.E-12.14,Dziura w Grzędzie I,5,49.238931,19.915856,195.69,-0.004,0.001,0.97,,True,False,False
001550,T.E-12.15,Jaskinia Omszała,5,49.238664,19.921011,38.55,0.0,0.0,0.51,,True,False,False
001551,T.E-12.16,Jaskinia Ciasna w Groniu,5,49.244928,19.917647,38.38,-0.039,0.005,0.41,,True,False,False
001552,T.E-12.17,Kominek obok Ciasnej w Groniu,5,49.242678,19.917558,77.25,-0.104,0.005,0.21,,True,False,False
001553,T.E-12.18,Nyża pod Ratuszem,5,49.244833,19.917031,77.16,0.0,0.003,0.71,,True,False,False
001554,T.E-12.19,Dziura pod Żródłem Ratusz,5,49.244564,19.917172,77.14,0.0,0.001,0.38,,True,False,False
001555,T.E-12.20,Szczelina nad Strzelistą,5,49.24435,19.918278,77.09,0.0,0.001,0.83,,True,False,False
001556,T.E-12.21,Dziura w Wantach,5,49.244064,19.917506,38.73,0.027,0.004,0.35,,True,False,False
001557,T.E-12.22,Jaskinia Mała Zaruskiego,5,49.244369,19.919428,77.14,0.011,0.003,0.93,,True,False,False
001558,T.E-12.23,Jaskinia Trójkątna,5,49.243964,19.920278,76.9,0.0,0.003,0.63,,True,False,False
001559,T.E-12.24,Awen w Ratuszu,5,49.243069,19.917217,38.43,-0.0,0.003,0.39,,True,False,False
001560,T.E-12.25,Ukryta Dziura,5,49.242514,19.920025,38.44,-0.002,0.002,0.76,,True,False,False
001561,T.E-12.26,Studnia z Kosówką,5,49.239606,19.921833,76.62,-0.027,0.001,0.3,,True,False,False
001562,T.E-12.27,Królicza Jama,5,49.239806,19.920492,77.24,-0.005,0.001,0.38,,True,False,False
001563,T.E-12.28,Średni Lej,5,49.239814,19.920592,38.56,0.0,0.0,0.78,,True,False,False
001564,T.E-12.29,Świstowa Studnia,5,49.241236,19.924572,77.19,0.002,0.002,0.26,,True,False,False
001565,T.E-12.30,Awen z Korkiem Śnieżnym,5,49.245064,19.917642,38.41,0.088,0.005,0.34,,True,False,False
001566,T.E-12.31,Jaskinia pod Strzelistą,5,49.244936,19.918608,38.54,0.027,0.001,0.33,,True,False,False
001567,T.E-12.32,Jaskinia Strzelista,5,49.244756,19.918542,97.93,0.001,0.0,1.14,,True,False,False
001568,T.E-12.33,Komora Gwiaździsta,5,49.244942,19.919019,15.37,0.0,0.001,0.71,,True,False,False
001569,T.E-12.34,Jaskinia w Wielkiej Turni,5,49.244911,19.920417,77.3,0.013,0.001,1.02,,True,False,False
001570,T.E-12.35,Dziura pod Świstową Studnią,5,49.241211,19.924158,77.09,-0.008,0.002,0.39,,True,False,False
001571,T.E-12.36,Wilczy Schron,5,49.241394,19.924392,195.6,0.002,0.0,1.65,,True,False,False
001572,T.E-12.37,Górny Lej,5,49.240081,19.920056,19.28,0.006,0.0,0.4,,True,False,False
001573,T.E-12.38,Jaskinia przy Przechodzie,5,49.241736,19.923964,85.61,0.005,0.002,1.45,,True,False,False
001574,T.E-13.03,Mnichowa Studnia Wyżnia,5,49.243239,19.929636,77.21,0.006,0.002,0.41,,True,False,False
001575,T.E-12.39,Studnia przy Przechodzie,5,49.241833,19.923597,196.43,-0.002,0.0,2.02,,True,False,False
001576,T.E-12.40,Dziura w Litworowej,5,49.240353,19.914106,77.04,-0.0,0.001,0.23,,True,False,False
001577,T.E-13.04,Zaspałkowa Szczelina,5,49.238619,19.927711,77.18,0.0,0.0,0.4,,True,False,False
001578,T.E-12.41,Jaskinia w Trawie,5,49.240492,19.914583,77.01,0.004,0.004,0.48,,True,False,False
001579,T.E-12.42,Jaskinia przy Ryglu,5,49.238244,19.914633,77.35,-0.002,0.001,1.01,,True,False,False
001580,T.E-13.05,Jaskinia Pomarańczarnia,5,49.246175,19.928822,38.52,-0.0,0.001,0.67,,True,False,False
001581,T.E-12.43,Jędrusiowa Dziura,5,49.242047,19.923414,118.11,0.017,0.0,1.44,,True,False,False
001582,T.E-12.45,Jaskinia przy Jędrusiowej Dziurze,5,49.241953,19.923969,118.12,-0.001,0.0,8.71,,True,False,False
001583,T.E-12.44,Schron pod Jędrusiową Dziurą,5,49.241978,19.923831,76.97,0.0,0.002,0.4,,True,False,False
001584,T.E-13.06,Chuda Mnichowa Studnia,5,49.246211,19.928781,77.09,0.0,0.001,0.18,,True,False,False
001586,T.E-13.07,Mała Mnichowa Studzienka,5,49.246317,19.928897,77.02,0.005,0.005,0.24,,True,False,False
001587,T.E-12.47,Studnia na Szlaku,5,49.244217,19.913817,76.67,0.0,0.006,0.44,,True,False,False
001588,T.E-12.48,Szczelina w Litworowej,5,49.239233,19.914544,77.03,-0.108,0.0,0.43,,True,False,False
001591,T.E-12.50,Szara Studnia,5,49.244136,19.912372,38.52,0.0,0.002,0.66,,True,False,False
001592,T.E-13.09,Bliźniacza Studnia,5,49.239889,19.925206,76.83,0.0,0.001,0.56,,True,False,False
001593,T.E-12.51,Szczelina w Pośredniej Turni,5,49.243747,19.916506,77.03,0.0,0.0,0.47,,True,False,False
001594,T.E-12.52,Szuflada Dolna,5,49.244431,19.917244,76.73,0.006,0.0,0.5,,True,False,False
001595,T.E-13.10,Mnichowa Studnia,5,49.243264,19.928503,38.58,0.0,0.001,0.45,,True,False,False
001596,T.E-12.53,Szuflada Górna,5,49.244386,19.917383,76.98,0.0,0.0,0.44,,True,False,False
001597,T.E-12.54,Jaskinia pod Progiem,5,49.245317,19.913636,76.82,-0.006,0.001,0.34,,True,False,False
001598,T.E-13.11,Jaskinia w Trawniczku,5,49.244372,19.927644,77.04,0.004,0.0,0.54,,True,False,False
001599,T.E-12.55,Dziura pod Siodełkiem,5,49.245,19.914722,76.88,-0.035,0.002,0.43,,True,False,False
001600,T.E-13.12,Dziurka nad Piargiem,5,49.244439,19.927547,76.99,0.0,0.002,0.56,,True,False,False
001601,T.E-12.56,Dziura w Czerwonym Grzbiecie,5,49.243964,19.915469,77.94,0.0,0.001,0.41,,True,False,False
001602,T.E-13.13,Mokry Schron,5,49.245028,19.927181,77.05,0.0,0.0,0.62,,True,False,False
001603,T.E-12.58,Jaskinia Zośka,5,49.244997,19.914661,98.0,0.0,0.0,0.78,,True,False,False
001605,T.E-13.14,Jaskinia za Mnichem,5,49.245533,19.927133,77.07,-0.002,0.003,0.31,,True,False,False
001606,T.E-13.15,Duży Schron,5,49.244075,19.928364,76.94,0.0,0.001,0.39,,True,False,False
001607,T.E-12.59,Zawalony Schron,5,49.245394,19.913233,76.8,-0.007,0.002,0.4,,True,False,False
001608,T.E-12.60,Szczelina nad Dziurą w Wantach I,5,49.244233,19.920269,76.92,0.004,0.005,0.39,,True,False,False
001609,T.E-12.61,Szczelina nad Dziurą w Wantach II,5,49.243939,19.917667,77.21,0.0,0.004,0.62,,True,False,False
001610,T.E-12.62,Maćkowa Dziura,5,49.243822,19.918639,77.55,-0.05,0.004,0.29,,True,False,False
001611,T.E-12.63,Nyża pod Wielką Turnią,5,49.243386,19.920908,76.96,0.005,0.004,1.61,,True,False,False
001612,T.E-12.65,Nyża w Baranich Schodkach I,5,49.242975,19.920231,77.03,0.054,0.001,0.4,,True,False,False
001613,T.E-12.66,Nyża w Baranich Schodkach II,5,49.242883,19.920231,76.79,0.05,0.003,0.29,,True,False,False
001614,T.E-12.67,Komórka przy Średnim Leju,5,49.239822,19.920728,38.55,-0.009,0.002,1.23,,True,False,False
001617,T.E-13.16,Dziura przy Lodowej Małołąckiej I,5,49.243175,19.928453,76.97,0.0,0.004,0.52,,True,False,False
001618,T.E-13.17,Szczelina Mnichowa,5,49.245603,19.927311,76.96,0.0,0.002,0.59,,True,False,False
001619,T.E-13.18,Szczelina w Mnichowych Turniach II,5,49.244742,19.928269,77.97,0.024,0.0,0.54,,True,False,False
001620,T.E-13.19,Szczelina w Mnichowych Turniach I,5,49.244597,19.92765,76.84,0.039,0.001,0.8,,True,False,False
001621,T.E-13.20,Dziura Mnichowa Mała,5,49.244175,19.929864,77.02,-0.07,0.001,0.37,,True,False,False
001622,T.E-13.21,Dziura przy Lodowej Małołąckiej II,5,49.243194,19.928569,77.08,0.022,0.002,0.48,,True,False,False
001623,T.E-13.22,Dziura przy Lodowej Małołąckiej III,5,49.243172,19.928719,77.01,-0.175,0.002,0.44,,True,False,False
001624,T.E-13.23,Dziura pod Lodową Małołącką I,5,49.243181,19.928247,76.97,0.0,0.0,0.7,,True,False,False
001626,T.E-13.26,Jaskinia w Piekle,5,49.244378,19.934783,76.77,0.0,0.305,0.6,high_ppm_cv,True,False,False
001627,T.E-13.02,Jaskinia Lodowa Małołącka,5,49.243133,19.928519,89.64,0.0,0.0,0.96,,True,False,False
001630,T.E-13.28,Dziura przy Piargu,5,49.238611,19.936944,76.91,0.01,0.001,0.37,,True,False,False
001631,T.E-13.29,Szczelina w Kopie,5,49.238611,19.937222,77.02,0.007,0.002,0.68,,True,False,False
001646,T.F-07.01,Kominki w Panienkach Smytniańskich,5,49.233439,19.854667,77.75,0.0,0.006,0.45,,True,False,False
001647,T.F-07.02,Szczelina w Panienkach Smytniańskich,5,49.233378,19.853019,77.45,0.0,0.007,0.4,,True,False,False
001648,T.F-08.01,Jaskinia Przeziorowa,5,49.234753,19.863753,98.04,0.019,0.001,1.08,,True,False,False
001649,T.F-08.02,Szczelina w Ścianie,5,49.235011,19.865217,195.69,-0.003,0.002,0.91,,True,False,False
001650,T.F-08.03,Jaskinia w Żarze,5,49.234339,19.863736,195.11,0.005,0.002,1.73,,True,False,False
001651,T.F-08.04,Dziura za Modrzewiami,5,49.236142,19.864161,197.24,0.037,0.002,1.63,,True,False,False
001653,T.F-09.02,Krakowska Piwnica,5,49.233181,19.877725,271.58,0.018,0.002,1.12,,True,False,False
001654,T.F-09.03,Jaskinia Piarżysta,5,49.234469,19.874306,195.75,-0.073,0.001,1.41,,True,False,False
001655,T.F-09.04,Jaskinia Zakosista,5,49.234325,19.874103,98.14,-0.0,0.001,2.26,,True,False,False
001656,T.F-09.05,Dziura pod Smrekiem,5,49.234092,19.875153,196.11,0.0,0.0,2.4,,True,False,False
001657,T.F-09.06,Jaskinia Ciasna,5,49.234608,19.873861,196.12,0.0,0.001,1.8,,True,False,False
001658,T.F-09.07,Jaskinia Dwuotworowa Krakowska,5,49.234653,19.875689,77.11,0.0,0.0,0.26,,True,False,False
001659,T.F-09.08,Trójkątny Schron,5,49.234736,19.875878,76.63,0.0,0.004,1.12,,True,False,False
001660,T.F-09.09,Koliby,5,49.234575,19.876775,197.28,0.0,0.002,4.43,,True,False,False
001661,T.F-09.10,Dziura pod Wantą,5,49.234836,19.876975,195.07,0.0,0.001,1.45,,True,False,False
001662,T.E-25.01,Jaskinia Wołoszyńska Wyżnia,5,49.244067,20.088789,77.3,-0.018,0.002,0.29,,True,False,False
001663,T.F-09.11,Jaskinia pod Okapem,5,49.23515,19.877736,135.85,0.0,0.001,1.64,,True,False,False
001664,T.E-25.02,Jaskinia Wołoszyńska Niżnia,5,49.244431,20.089264,118.07,0.0,0.001,1.18,,True,False,False
001665,T.F-09.12,Jaskinia Wysoka,5,49.233761,19.885161,11.81,-0.031,0.0,0.79,,True,False,False
001666,T.F-11.01,Studzienka w Ciemniaku,5,49.231031,19.902983,77.06,0.035,0.001,1.08,,True,False,False
001669,T.F-11.02,Dziura w Krzesanicy I,5,49.231389,19.9075,38.63,-0.004,0.001,0.37,,True,False,False
001670,T.F-09.15,Schron przy Zakosistej,5,49.234458,19.873933,196.0,0.0,0.001,1.61,,True,False,False
001671,T.F-11.03,Szczelina w Krzesanicy I,5,49.231611,19.907089,23.48,0.0,0.35,79.1,high_ppm_cv,True,False,False
001672,T.F-11.04,Szczelina w Krzesanicy II,5,49.231619,19.907983,45.67,-0.161,0.002,0.53,,True,False,False
001673,T.F-11.05,Szczelina w Krzesanicy III,5,49.231528,19.907983,38.6,-0.002,0.0,0.34,,True,False,False
001674,T.F-11.06,Dziura w Krzesanicy II,5,49.231811,19.909214,76.92,0.079,0.002,0.93,,True,False,False
001675,T.F-09.16,Schron z Watrą,5,49.234917,19.874019,195.41,0.0,0.002,3.59,,True,False,False
001676,T.F-11.13,Szczelina w Ciemniaku,5,49.231669,19.900992,271.18,0.007,0.0,2.41,,True,False,False
001677,T.F-11.14,Dziura w Ciemniaku,5,49.232014,19.901178,195.1,0.0,0.001,1.19,,True,False,False
001678,T.F-09.17,Ósemka,5,49.234444,19.876242,195.82,0.0,0.006,1.86,,True,False,False
001679,T.F-09.19,Jaskinia z Mostami,5,49.234483,19.875608,97.9,-0.034,0.001,1.76,,True,False,False
001680,T.F-12.01,Litworowa Studnia,5,49.233944,19.915556,38.5,-0.003,0.001,0.4,,True,False,False
001681,T.G-19.01,Wyżnia Szczelina w Zadnim Kościelcu,5,49.222781,20.014981,77.04,0.003,0.003,0.69,,True,False,False
001682,T.F-09.20,Jaskinia Hakowa,5,49.234669,19.875536,195.14,0.0,0.0,0.51,,True,False,False
001683,T.F-09.21,Dziura nad Trawiastym Progiem,5,49.234239,19.876425,194.69,0.0,0.004,0.83,,True,False,False
001684,T.F-09.22,Jaskinia Gankowa,5,49.234306,19.875889,77.09,0.017,0.001,0.89,,True,False,False
001685,T.F-09.23,Krasowa Nisza,5,49.234744,19.87655,97.98,0.0,0.001,0.56,,True,False,False
001686,T.F-09.24,Gruzowa Dziura,5,49.23425,19.876781,77.46,0.0,0.009,0.6,,True,False,False
001687,T.F-09.26,Ptasi Schron,5,49.232756,19.879178,195.79,-0.012,0.0,1.2,,True,False,False
001688,T.F-09.27,Mokra Szczelina,5,49.235386,19.877894,194.63,0.0,0.001,1.3,,True,False,False
001689,T.F-09.30,Korytarzyk w Żlebie Niedźwiedź,5,49.232517,19.879678,195.72,0.001,0.001,2.51,,True,False,False
001690,T.F-09.31,Dziura w Wielkiej Turni,5,49.234892,19.873253,195.69,-0.002,0.0,0.86,,True,False,False
001691,T.F-09.32,Szczelina pod Gankową I,5,49.234503,19.875883,194.94,0.0,0.004,3.89,,True,False,False
001692,T.F-09.33,Szczelina pod Gankową II,5,49.234592,19.875894,195.52,0.0,0.001,1.01,,True,False,False
001693,T.F-09.34,Szczelina pod Gankową III,5,49.234503,19.875925,195.88,0.0,0.002,0.9,,True,False,False
001694,T.G-19.02,Szczelina w Zadnim Kościelcu,5,49.222861,20.014019,76.86,-0.001,0.001,0.2,,True,False,False
001695,T.G-19.03,Schron w Zadnim Kościelcu,5,49.225625,20.011217,77.06,-0.04,0.001,0.5,,True,False,False
001696,T.G-19.04,Schron przy Źródle,5,49.228481,20.008689,77.08,0.016,0.002,0.56,,True,False,False
001697,T.G-22.01,Dziura nad Nową Roztoką,5,49.223517,20.060064,77.47,0.0,0.001,0.62,,True,False,False
001698,T.G-22.02,Dziura nad Roztoką,5,49.223056,20.059444,77.18,0.0,0.0,0.65,,True,False,False
001699,T.H-19.01,Świnicka Koleba,5,49.218917,20.015333,77.17,-0.013,0.0,0.37,,True,False,False
001700,T.H-19.02,Świnicka Koleba Niżnia,5,49.218825,20.015061,77.06,-0.002,0.004,0.46,,True,False,False
001701,T.F-10.01,Jaskinia Lodowa w Ciemniaku,5,49.233889,19.892083,49.04,0.003,0.001,1.65,,True,False,False
001702,T.J-21.01,Dziura w Miedzianym Kosturze I,5,49.203889,20.046094,77.05,-0.003,0.001,0.58,,True,False,False
001703,T.L-22.06,Cubryńska Dziura II,5,49.191428,20.056144,77.34,0.0,0.003,0.5,,True,False,False
001704,T.J-21.02,Dziura w Miedzianym Kosturze II,5,49.204167,20.045833,76.73,0.009,0.001,0.55,,True,False,False
001705,T.F-10.02,Szczelina nad Lodową,5,49.230917,19.889147,77.03,0.016,0.0,0.6,,True,False,False
001706,T.F-10.03,Jaskinia Lodowa Krakowska,5,49.231297,19.889358,77.16,0.002,0.0,0.66,,True,False,False
001707,T.F-10.04,Śnieżna Szczelina,5,49.231161,19.889142,76.92,-0.006,0.002,0.73,,True,False,False
001708,T.F-10.05,Lustrzana Szczelina,5,49.231778,19.884994,195.68,0.012,0.002,1.68,,True,False,False
001709,T.F-10.06,Kozi Schron,5,49.230569,19.887589,194.89,0.004,0.0,3.28,,True,False,False
001710,T.F-10.07,Studnia Kuturniańska,5,49.233167,19.887489,77.12,-0.003,0.003,0.79,,True,False,False
001711,T.F-10.08,Schron przy Studni Kuturniańskiej,5,49.233178,19.887722,271.65,0.0,0.001,3.08,,True,False,False
001712,T.F-10.09,Jaskinia Zawaliskowa w Szerokiem,5,49.233458,19.894403,195.56,0.058,0.001,1.34,,True,False,False
001713,T.F-10.10,Kamienista Szczelina,5,49.234178,19.894386,196.06,-0.004,0.0,1.57,,True,False,False
001715,T.J-24.01,Dziura w Żabiem,5,49.210236,20.085911,38.49,0.016,0.0,0.42,,True,False,False
001716,T.F-10.11,Szczelina pod Lodową,5,49.230917,19.889147,195.3,0.007,0.001,1.39,,True,False,False
001717,T.J-24.02,Jaskinia Żabia Lodowa,5,49.211389,20.090278,76.93,-0.0,0.003,0.71,,True,False,False
001718,T.F-10.12,Szczelina w Tomanowym Grzbiecie I,5,49.229667,19.896056,77.05,0.009,0.001,0.44,,True,False,False
001719,T.J-24.03,Wielka Żabia Szpara,5,49.211389,20.090278,77.23,-0.001,0.002,188.88,high_entrance_std,True,False,False
001720,T.F-10.13,Szczelina w Tomanowym Grzbiecie II,5,49.229825,19.895239,195.43,0.0,0.004,0.92,,True,False,False
001721,T.F-10.14,Szczelina w Tomanowym Grzbiecie III,5,49.23,19.895578,269.96,-0.014,0.001,1.66,,True,False,False
001723,T.F-10.15,Szczelina w Tomanowym Grzbiecie IV,5,49.230486,19.895706,76.92,0.0,0.003,0.71,,True,False,False
001724,T.K-21.01,Studnia w Dziurawej Czubie,5,49.194158,20.043675,76.88,0.0,0.004,0.65,,True,False,False
001725,T.F-10.16,Szczelina w Tomanowym Grzbiecie V,5,49.230533,19.895897,195.75,-0.011,0.001,1.45,,True,False,False
001726,T.F-10.17,Szczelina w Tomanowym Grzbiecie VI,5,49.230336,19.8959,196.19,0.06,0.001,1.68,,True,False,False
001727,T.L-22.01,Mnichowy Komin,5,49.193533,20.05535,76.7,0.015,0.004,0.22,,True,False,False
001728,T.F-10.18,Dziura nad Zawaliskiem,5,49.231111,19.894722,38.32,0.01,0.001,0.34,,True,False,False
001729,T.L-22.02,Studnia przy Mnichowym Kominie,5,49.193489,20.055419,77.09,0.012,0.001,0.41,,True,False,False
001730,T.F-10.19,Dziura pod Zawaliskiem,5,49.231111,19.894722,38.51,0.0,0.003,0.86,,True,False,False
001731,T.F-10.20,Dziura w Wysokim Grzbiecie,5,49.231908,19.896703,195.96,0.0,0.006,0.8,,True,False,False
001732,T.L-22.03,Jaskinia przy Studni w Mnichu,5,49.193444,20.055419,76.95,0.0,0.002,0.77,,True,False,False
001734,T.L-22.05,Cubryńska Dziura I,5,49.191472,20.056075,38.4,0.0,0.004,0.53,,True,False,False
001747,T.L-22.07,Cubryńska Dziura III,5,49.191383,20.056078,38.58,0.0,0.004,0.41,,True,False,False
001748,T.M-24.01,Szpara pod Rysami,5,49.181603,20.080953,38.61,-0.016,0.0,0.26,,True,False,False
001749,T.Z-18.01,Jaskinia Jaszczurowska Wodna,5,49.282822,20.000961,38.57,0.0,0.002,0.54,,True,False,False
004046,T.A-08.01,Schron w Żlebie Jaroniec,5,49.275389,19.857694,118.56,0.085,0.003,0.94,,True,False,False
004047,T.A-05.02,Siwiańska Nyża,5,49.276556,19.826056,118.71,0.032,0.001,0.7,,True,False,False
004048,T.A-04.01,Szczelina w Małych Koryciskach,5,49.271889,19.811528,117.77,0.001,0.001,0.7,,True,False,False
004066,T.B-04.02,Wilcza Nora,5,49.269944,19.803806,473.4,-0.002,0.0,1.64,,True,False,False
004067,T.B-04.03,Skośna Szpara,5,49.269181,19.804978,119.3,0.0,0.002,0.55,,True,False,False
004068,T.B-04.04,Nyża w Wielkich Koryciskach,5,49.268661,19.806442,117.93,0.0,0.001,0.74,,True,False,False
004069,T.B-04.05,Schron w Wielkich Koryciskach II,5,49.268794,19.806208,59.41,0.0,0.003,1.23,,True,False,False
004070,T.B-04.06,Szczelina w Wielkich Koryciskach,5,49.268906,19.806367,119.02,0.0,0.002,0.58,,True,False,False
004071,T.B-04.07,Schron nad Szczeliną w Wielkich Koryciskach,5,49.268983,19.806469,118.3,0.0,0.0,0.85,,True,False,False
004072,T.B-09.17,Schron w Małym Reglu,5,49.269917,19.872361,118.81,-0.033,0.003,0.58,,True,False,False
004073,T.B-09.18,Dziura w Czerwonym Groniku,5,49.266528,19.879383,118.34,-0.005,0.004,0.91,,True,False,False
004074,T.B-09.19,Szczelina w Czerwonym Groniku,5,49.266642,19.879317,59.35,0.016,0.002,0.46,,True,False,False
004075,T.B-12.10,Dziura w Jatkach,5,49.265833,19.921458,473.67,0.009,0.002,2.3,,True,False,False
004086,T.D-08.63,Schron w Żlebie Goryckiego,5,49.250639,19.866139,118.6,0.029,0.001,0.67,,True,False,False
004106,T.B-12.11,Schronisko w Dolinie za Bramką,5,49.266714,19.919392,118.9,0.0,0.001,1.66,,True,False,False
004126,T.D-08.64,Dziurka w Organach,5,49.246797,19.865994,118.98,0.024,0.001,0.89,,True,False,False
004146,T.D-08.65,Schron nad Progiem,5,49.247089,19.866056,118.16,0.0,0.0,0.92,,True,False,False
004147,T.D-08.66,Schron nad Doliną,5,49.249636,19.863878,59.46,0.0,0.001,1.03,,True,False,False
004166,T.D-12.25,Jaskinia pod Żebrem,5,49.247264,19.913022,118.12,0.012,0.0,1.11,,True,False,False
004167,T.D-12.26,Korytarz nad Zagonem,5,49.247264,19.913022,236.37,0.0,0.001,1.2,,True,False,False
004173,T.E-06.14,Schron w Piecach,5,49.243667,19.829944,237.01,0.0,0.0,3.16,,True,False,False
004174,T.E-06.15,Nyża pod Jaskinią w Kosówkach,5,49.242672,19.839964,118.32,0.0,0.001,1.01,,True,False,False
004175,T.E-08.35,Schron z Kijem,5,49.236311,19.864889,237.36,0.005,0.003,0.79,,True,False,False
004176,T.E-08.38,Nasza Dziura,5,49.239036,19.864192,236.88,0.0,0.001,1.7,,True,False,False
004186,T.E-08.64,Krowi Tunel,5,49.239139,19.863772,471.85,0.002,0.0,1.61,,True,False,False
004206,T.B-14.04,Nyża za Półką,5,49.271425,19.943667,117.76,-0.049,0.003,0.25,,True,False,False
